000000000000.jpg,27.612384796142578
000000000001.jpg,23.396018981933594
000000000002.jpg,27.058658599853516
000000000003.jpg,36.71405792236328
000000000004.jpg,22.854515075683594
000000000005.jpg,29.696453094482422
000000000006.jpg,21.8822078704834
000000000007.jpg,26.96169662475586
000000000008.jpg,29.837688446044922
000000000009.jpg,24.892026901245117
000000000010.jpg,37.78476333618164
000000000011.jpg,27.406719207763672
000000000012.jpg,24.739360809326172
000000000013.jpg,22.767948150634766
000000000014.jpg,26.356618881225586
000000000015.jpg,34.01912307739258
000000000016.jpg,21.54268455505371
000000000017.jpg,20.173433303833008
000000000018.jpg,33.456382751464844
000000000019.jpg,27.089405059814453
Average genre clip-similarity score of 20 images edited by directinversion+pnp:27.312107372283936
