000000000000.jpg,28.65281105041504
000000000001.jpg,26.017284393310547
000000000002.jpg,27.885986328125
000000000003.jpg,35.83683395385742
000000000004.jpg,24.18444061279297
000000000005.jpg,31.16144561767578
000000000006.jpg,22.29086685180664
000000000007.jpg,29.299217224121094
000000000008.jpg,29.99339485168457
000000000009.jpg,23.668296813964844
000000000010.jpg,33.791709899902344
000000000011.jpg,27.06589126586914
000000000012.jpg,25.346187591552734
000000000013.jpg,22.160070419311523
000000000014.jpg,27.437374114990234
000000000015.jpg,21.673446655273438
000000000016.jpg,20.708740234375
000000000017.jpg,20.49611473083496
000000000018.jpg,30.819787979125977
000000000019.jpg,27.539411544799805
Average genre clip-similarity score of 20 images edited by directinversion+p2p:26.801465606689455
